y_hold_out,y_pred_holdout
0,0.012793489
0,0.017897732
0,0.012793489
1,0.066946538
0,0.021128811
0,0.02909867
0,0.012793489
0,0.036885781
1,0.877115912
0,0.012793489
0,0.02909867
0,0.013751535
0,0.040403648
0,0.036662654
0,0.012793489
0,0.021128811
0,0.038529099
0,0.018590142
0,0.012793489
0,0.02909867
0,0.012793489
0,0.012793489
0,0.018590142
0,0.012793489
1,0.020510137
0,0.013733907
0,0.038529099
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.017754694
0,0.012714176
0,0.029567958
0,0.012793489
0,0.012793489
0,0.012793489
0,0.017754694
0,0.029567958
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
1,0.877115912
1,0.877115912
0,0.038222341
0,0.017754694
0,0.012793489
0,0.018044433
0,0.012793489
0,0.02909867
0,0.012793489
0,0.012793489
0,0.017754694
0,0.012793489
0,0.03608495
0,0.021435162
0,0.012793489
1,0.877115912
0,0.04292358
0,0.029902726
0,0.036885781
0,0.042250771
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.017754694
0,0.012793489
0,0.012793489
0,0.021128811
0,0.013751535
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.018044433
0,0.012793489
0,0.020510137
0,0.012793489
0,0.039451934
1,0.038529099
1,0.877115912
0,0.012793489
0,0.02909867
0,0.038529099
0,0.012793489
0,0.018044433
0,0.012793489
0,0.012793489
0,0.017754694
0,0.012793489
0,0.038339682
0,0.012793489
0,0.017754694
0,0.018044433
0,0.012793489
0,0.017754694
0,0.018044433
0,0.064103562
0,0.012793489
0,0.018044433
0,0.018044433
0,0.013751535
0,0.012793489
0,0.012793489
0,0.020057435
0,0.012793489
0,0.017754694
0,0.106938528
0,0.018044433
0,0.018044433
0,0.037923143
0,0.012793489
0,0.017754694
0,0.012793489
0,0.012714176
0,0.036885781
0,0.065768052
1,0.877115912
0,0.012793489
0,0.012793489
0,0.04343497
0,0.012793489
0,0.03659161
0,0.038529099
0,0.012793489
0,0.024784375
0,0.020181621
0,0.044826589
0,0.064103562
0,0.030930232
0,0.018590142
0,0.038529099
0,0.017754694
0,0.04371236
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.037693986
0,0.012793489
0,0.018044433
0,0.012793489
0,0.029567958
0,0.039160633
0,0.018044433
0,0.012793489
0,0.012793489
0,0.038529099
0,0.012793489
0,0.030930232
0,0.012793489
0,0.012793489
0,0.017754694
0,0.012793489
0,0.049680034
0,0.018044433
0,0.012793489
0,0.020510137
0,0.012793489
0,0.012793489
0,0.021128811
0,0.020510137
0,0.012714176
0,0.020181621
0,0.039160633
0,0.038529099
0,0.012793489
0,0.012793489
0,0.02909867
0,0.013751535
0,0.020181621
0,0.020821779
0,0.012793489
0,0.012793489
1,0.11491459
0,0.017754694
0,0.012793489
0,0.012793489
0,0.039451934
0,0.013751535
0,0.012793489
0,0.018590142
0,0.012793489
0,0.018044433
0,0.063515548
0,0.020181621
0,0.037923143
0,0.012793489
0,0.038529099
0,0.037923143
0,0.054738423
0,0.020181621
0,0.012793489
0,0.039242781
0,0.018044433
0,0.017754694
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.018044433
0,0.03608495
0,0.018044433
0,0.054054569
0,0.012793489
0,0.029567958
0,0.013751535
0,0.012793489
0,0.012793489
0,0.021128811
0,0.012793489
0,0.018590142
0,0.03659161
0,0.018590142
0,0.012793489
0,0.012793489
0,0.029567958
0,0.017754694
0,0.029567958
0,0.018590142
0,0.134567936
0,0.038296426
1,0.877115912
0,0.018044433
0,0.130249067
0,0.020181621
0,0.020510137
0,0.012793489
0,0.012793489
0,0.029567958
0,0.039160633
0,0.029567958
1,0.877115912
0,0.013751535
0,0.018044433
0,0.029567958
0,0.012793489
0,0.012793489
0,0.012793489
1,0.877115912
0,0.029567958
0,0.054738423
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.047270192
0,0.039217626
0,0.079483226
0,0.021128811
0,0.020510137
0,0.018044433
1,0.877115912
0,0.018590142
0,0.013751535
0,0.017754694
0,0.021798345
0,0.012793489
0,0.048819383
0,0.012793489
0,0.018590142
0,0.012793489
0,0.018590142
0,0.018044433
0,0.021128811
0,0.012793489
0,0.013751535
0,0.020510137
0,0.020218642
0,0.021128811
1,0.877115912
0,0.012793489
0,0.012793489
0,0.012793489
1,0.877115912
0,0.017754694
0,0.012793489
0,0.018044433
0,0.012793489
0,0.018044433
0,0.039469194
0,0.081659783
0,0.03659161
0,0.012793489
0,0.020510137
1,0.877115912
0,0.012793489
0,0.012793489
0,0.020343805
0,0.037570213
0,0.018044433
0,0.020510137
1,0.877115912
0,0.039369159
0,0.012793489
0,0.012793489
0,0.029902726
0,0.012793489
0,0.021128811
0,0.036304694
0,0.012793489
0,0.021128811
0,0.012793489
0,0.039572894
0,0.018100994
0,0.012793489
0,0.018044433
0,0.04026781
0,0.012793489
0,0.018044433
0,0.013641174
0,0.012793489
0,0.012793489
0,0.017754694
0,0.037923143
0,0.012793489
0,0.012793489
0,0.024547571
0,0.012793489
0,0.037693986
0,0.012793489
0,0.012793489
0,0.017754694
0,0.028921233
0,0.018590142
1,0.053891828
0,0.020510137
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.017754694
0,0.020510137
0,0.020510137
0,0.020988998
0,0.036885781
0,0.012793489
0,0.012793489
0,0.018044433
0,0.012793489
0,0.012793489
0,0.037693986
0,0.012793489
0,0.029902726
0,0.037923143
0,0.038222341
0,0.012793489
0,0.012793489
0,0.012793489
0,0.042248809
1,0.877115912
0,0.012793489
0,0.017754694
0,0.013751535
0,0.012793489
0,0.012793489
0,0.020510137
0,0.017933157
0,0.038222341
1,0.039469194
0,0.066946538
0,0.012793489
0,0.020510137
0,0.018044433
0,0.018044433
0,0.018044433
0,0.042227386
0,0.037923143
0,0.012793489
1,0.877115912
0,0.012793489
0,0.018044433
0,0.017754694
0,0.012793489
0,0.018385929
0,0.012793489
0,0.02116049
0,0.02909867
0,0.013751535
0,0.017754694
0,0.02909867
0,0.012793489
0,0.012793489
0,0.018044433
0,0.081659783
1,0.877115912
0,0.012793489
0,0.036885781
0,0.02909867
0,0.012793489
0,0.018044433
0,0.038125341
0,0.037923143
0,0.012793489
0,0.038222341
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.018044433
0,0.012793489
0,0.012793489
0,0.012793489
0,0.020510137
0,0.012793489
0,0.028921233
1,0.877115912
1,0.877115912
0,0.018590142
1,0.877115912
1,0.877115912
0,0.012793489
0,0.018044433
0,0.012793489
0,0.047950251
0,0.012793489
0,0.012793489
0,0.037923143
0,0.012793489
0,0.024547571
0,0.048401613
0,0.012793489
0,0.030930232
0,0.012793489
0,0.017754694
0,0.038585844
0,0.012793489
0,0.013751535
0,0.039572894
0,0.039242781
0,0.012793489
0,0.018044433
0,0.071258539
0,0.012793489
1,0.877115912
0,0.020562717
0,0.037923143
1,0.877115912
0,0.020181621
0,0.105128423
0,0.038222341
0,0.021128811
0,0.012793489
0,0.03608495
0,0.012793489
0,0.020181621
0,0.012793489
0,0.012793489
1,0.046758515
0,0.02909867
0,0.012793489
0,0.012793489
0,0.018590142
0,0.018044433
0,0.020181621
0,0.012793489
0,0.012793489
0,0.012793489
0,0.018590142
0,0.020510137
0,0.013751535
0,0.048401613
0,0.012793489
0,0.039451934
0,0.106938528
0,0.012793489
0,0.012793489
0,0.012793489
0,0.036304694
0,0.013751535
0,0.013751535
0,0.012793489
0,0.017897732
0,0.012793489
0,0.029378055
0,0.038222341
0,0.012793489
0,0.017754694
0,0.02116049
0,0.012793489
0,0.012793489
0,0.012793489
0,0.02933037
0,0.020181621
0,0.038222341
0,0.038125341
0,0.012793489
1,0.877115912
0,0.020510137
0,0.013641174
0,0.017754694
0,0.02909867
0,0.028921233
0,0.012793489
0,0.012793489
0,0.012793489
1,0.877115912
0,0.021128811
0,0.02933037
0,0.038529099
1,0.877115912
0,0.012793489
1,0.877115912
0,0.02909867
0,0.018044433
0,0.012793489
0,0.012793489
0,0.012793489
0,0.036885781
0,0.037923143
0,0.012793489
0,0.012793489
0,0.029567958
0,0.038296426
0,0.012793489
0,0.012793489
0,0.020821779
0,0.020510137
0,0.012793489
0,0.012793489
0,0.036885781
0,0.064103562
0,0.012793489
0,0.038125341
0,0.037923143
0,0.065768052
0,0.036885781
0,0.013751535
0,0.012793489
0,0.029567958
1,0.877115912
0,0.012793489
0,0.085706872
1,0.877115912
0,0.029567958
0,0.05306188
0,0.012793489
0,0.012793489
0,0.029567958
0,0.037991448
0,0.012793489
0,0.013556677
0,0.012793489
0,0.064783141
0,0.018044433
0,0.038283914
0,0.012793489
0,0.012793489
0,0.039768151
0,0.017754694
0,0.012793489
0,0.020510137
0,0.038242395
0,0.012793489
0,0.012793489
0,0.017754694
0,0.012793489
0,0.106938528
0,0.012793489
1,0.877115912
0,0.012793489
1,0.877115912
0,0.02933037
0,0.018044433
0,0.013641174
0,0.036885781
0,0.012793489
0,0.012793489
0,0.062629255
0,0.018044433
0,0.012793489
0,0.012793489
0,0.029567958
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.018590142
0,0.02933037
0,0.012793489
0,0.018044433
0,0.039160633
0,0.02909867
0,0.017787345
0,0.012793489
0,0.075227862
0,0.012793489
0,0.029567958
0,0.029902726
0,0.054738423
0,0.012793489
0,0.036304694
0,0.078326992
0,0.013751535
0,0.036304694
0,0.038529099
0,0.012793489
0,0.04292358
0,0.039369159
0,0.036304694
0,0.012793489
0,0.065165832
0,0.037923143
0,0.012793489
0,0.018590142
0,0.018044433
0,0.02116049
0,0.065360267
0,0.012793489
0,0.038529099
0,0.020383971
0,0.012793489
0,0.012793489
0,0.043042528
0,0.017897732
0,0.012793489
0,0.012793489
0,0.012793489
1,0.877115912
0,0.017645174
0,0.012793489
0,0.018044433
0,0.012793489
0,0.012793489
0,0.029428286
0,0.048819383
1,0.877115912
0,0.039160633
1,0.877115912
0,0.012793489
0,0.012793489
0,0.020510137
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
1,0.877115912
0,0.040477889
0,0.012793489
0,0.020181621
0,0.018044433
0,0.018044433
0,0.036885781
0,0.012793489
0,0.029567958
0,0.018044433
0,0.018044433
0,0.038529099
0,0.012793489
0,0.012793489
0,0.037923143
0,0.017754694
0,0.041852301
0,0.036704135
0,0.012793489
0,0.018044433
0,0.02909867
0,0.012793489
0,0.013751535
0,0.012793489
1,0.877115912
0,0.012793489
0,0.018590142
0,0.038529099
0,0.039160633
0,0.036885781
0,0.012793489
0,0.012793489
0,0.013641174
0,0.018044433
0,0.029567958
0,0.013751535
0,0.012793489
0,0.012793489
0,0.012793489
0,0.013641174
0,0.012793489
0,0.029902726
0,0.012793489
0,0.020218642
0,0.012793489
0,0.029567958
0,0.020343805
0,0.012793489
0,0.018044433
0,0.013751535
0,0.012793489
0,0.018044433
0,0.017754694
0,0.017933157
0,0.012793489
0,0.012793489
0,0.013641174
0,0.02933037
0,0.020510137
0,0.012793489
0,0.012793489
0,0.018044433
0,0.038585844
0,0.012793489
0,0.018590142
0,0.012793489
0,0.012793489
1,0.877115912
0,0.020181621
0,0.017754694
0,0.029567958
0,0.012793489
0,0.012793489
0,0.017754694
0,0.012793489
1,0.877115912
0,0.012793489
0,0.012793489
0,0.029428286
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.105128423
0,0.012793489
0,0.039451934
0,0.020821779
0,0.024967968
1,0.877115912
0,0.106938528
0,0.02909867
0,0.018590142
0,0.037923143
0,0.012793489
0,0.020510137
0,0.020510137
0,0.022701801
0,0.029567958
0,0.031507771
0,0.028921233
0,0.012793489
0,0.037923143
0,0.012793489
0,0.039469194
0,0.036304694
0,0.012793489
0,0.021128811
0,0.039469194
0,0.013751535
0,0.012793489
1,0.877115912
0,0.039160633
0,0.012793489
0,0.013641174
0,0.012793489
0,0.064103562
0,0.065360267
0,0.018044433
0,0.018044433
0,0.066979401
0,0.012793489
0,0.038222341
0,0.012793489
0,0.012793489
0,0.018044433
0,0.017754694
0,0.012793489
0,0.012793489
0,0.012793489
0,0.020181621
0,0.024624006
0,0.012793489
0,0.036304694
0,0.028921233
0,0.012793489
0,0.03608495
0,0.020181621
0,0.012793489
0,0.012793489
0,0.013751535
0,0.036304694
0,0.012793489
0,0.029567958
0,0.017754694
0,0.012793489
0,0.039451934
0,0.039768151
0,0.018590142
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.038529099
0,0.029567958
0,0.03659161
0,0.018044433
0,0.021128811
0,0.038222341
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.03608495
0,0.020510137
0,0.013641174
0,0.013751535
0,0.036304694
0,0.012793489
0,0.020510137
0,0.012793489
0,0.012793489
0,0.012793489
1,0.020181621
0,0.012793489
0,0.018044433
0,0.020510137
0,0.012793489
0,0.012793489
0,0.012793489
0,0.017897732
0,0.017754694
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.038339682
0,0.012793489
0,0.018044433
0,0.040922093
0,0.043648418
0,0.029428286
0,0.02933037
1,0.048923433
0,0.012793489
0,0.150398505
0,0.029567958
1,0.877115912
0,0.036885781
1,0.877115912
1,0.877115912
0,0.012793489
0,0.02933037
0,0.063705394
0,0.02909867
0,0.021128811
0,0.012793489
0,0.029902726
1,0.877115912
1,0.877115912
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.02909867
0,0.012793489
0,0.012793489
0,0.029567958
0,0.012793489
0,0.017754694
0,0.012793489
0,0.012793489
0,0.04026781
0,0.012793489
0,0.012793489
0,0.012793489
0,0.038039601
0,0.012793489
0,0.012793489
0,0.049366729
0,0.036304694
0,0.020181621
0,0.02909867
0,0.02933037
0,0.012793489
0,0.012793489
0,0.018590142
0,0.02085995
0,0.012793489
0,0.012793489
0,0.021128811
0,0.02116049
0,0.037923143
0,0.012793489
0,0.039160633
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.039469194
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.030120851
0,0.012793489
0,0.018044433
0,0.012793489
0,0.012793489
0,0.017810364
0,0.012793489
0,0.055620275
0,0.038529099
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.018044433
0,0.012793489
0,0.013751535
0,0.038529099
0,0.012793489
0,0.012793489
0,0.020821779
0,0.038529099
1,0.877115912
0,0.012793489
0,0.012793489
0,0.012793489
0,0.018044433
0,0.013641174
1,0.877115912
0,0.036370194
0,0.012793489
0,0.012793489
0,0.012793489
0,0.013751535
0,0.012793489
0,0.012793489
0,0.037923143
0,0.012793489
0,0.064783141
0,0.039160633
0,0.012793489
0,0.012793489
0,0.017754694
0,0.012793489
0,0.044544332
0,0.038529099
0,0.013641174
0,0.012793489
0,0.012793489
0,0.012793489
0,0.048819383
0,0.02933037
0,0.013751535
0,0.012793489
0,0.037923143
0,0.040088086
0,0.012793489
0,0.012793489
0,0.047950251
0,0.017754694
0,0.017754694
0,0.012793489
0,0.039160633
1,0.877115912
0,0.012793489
0,0.012793489
0,0.037693986
0,0.012793489
0,0.012793489
0,0.012793489
0,0.013641174
0,0.012793489
0,0.012793489
0,0.038529099
0,0.012793489
0,0.013751535
0,0.012793489
0,0.012793489
0,0.037991448
0,0.018044433
0,0.037693986
0,0.065360267
0,0.03659161
0,0.017754694
0,0.038647344
0,0.012793489
0,0.012793489
0,0.017645174
0,0.066946538
0,0.036885781
0,0.040737198
0,0.012793489
1,0.877115912
0,0.012793489
0,0.013751535
0,0.012793489
1,0.020821779
0,0.018044433
0,0.037693986
0,0.021128811
0,0.029567958
0,0.012793489
0,0.038529099
0,0.020510137
0,0.029567958
0,0.012793489
0,0.012793489
0,0.012793489
0,0.065360267
0,0.029567958
0,0.038339682
0,0.029567958
0,0.012793489
0,0.020383971
0,0.038529099
0,0.018590142
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.018590142
0,0.012793489
0,0.012793489
1,0.877115912
0,0.03659161
0,0.037923143
0,0.055299082
0,0.039469194
0,0.012793489
0,0.012793489
0,0.031507771
0,0.012793489
0,0.029567958
0,0.012793489
0,0.012793489
0,0.012793489
0,0.012793489
0,0.037923143
0,0.02909867
0,0.020383971
0,0.038585844
0,0.036885781
0,0.064258091
0,0.017897732
0,0.017754694
0,0.012793489
1,0.877115912
0,0.012793489
0,0.020181621
0,0.02909867
0,0.012793489
0,0.012793489
0,0.018044433
0,0.012793489
0,0.012793489
0,0.036304694
0,0.139691803
1,0.088066598
0,0.021128811
0,0.012793489
1,0.877115912
0,0.021798345
0,0.012793489
0,0.020181621
0,0.080329102
1,0.877115912
0,0.012793489
0,0.018044433
0,0.012793489
0,0.020218642
0,0.012793489
0,0.012793489
0,0.017754694
0,0.038529099
0,0.038529099
0,0.012793489
0,0.018044433
0,0.049366729
0,0.012793489
0,0.018044433
0,0.037991448
0,0.018044433
0,0.04419792
0,0.063141894
0,0.037923143
0,0.039451934
0,0.013751535
1,0.877115912
0,0.017645174
0,0.012793489
0,0.037787356
0,0.012793489
0,0.020057435
0,0.028921233
0,0.012793489
0,0.038125341
0,0.036370194
0,0.012793489
1,0.877115912
0,0.012793489
0,0.012793489
0,0.013641174
0,0.039160633
0,0.029567958
0,0.020510137
0,0.012793489
0,0.065360267
0,0.012793489
0,0.012793489
0,0.018044433
0,0.018044433
0,0.018590142
0,0.012793489
0,0.038222341
0,0.029567958
0,0.080822202
0,0.146604184
0,0.037923143
0,0.073546543
0,0.036885781
0,0.012793489
0,0.037923143
0,0.020510137
1,0.049217367
0,0.012793489
